name,meal_type,servings_original,servings_scaled,scale_factor,scaling_warnings,prep_time,cook_time,total_time,ease,ingredients_original,ingredients_scaled,method,source_url,scraped_date,tags_key_ingredients,tags_cuisine,tags_season,tags_diet
Veggie Laksa Soup with Mushrooms and Green Pepper,main,2,4,2,egg | soy sauce,,,15m,0.755,400 Coconut Milk | 150 Closed Cup Mushrooms | 25 Soy Sauce | 1 Thai Style Spice Mix | 25 Salted Peanuts | 2 Egg Noodle Nest | ½ Lime | 1 Peanut Butter | ½ Ginger Puree | 1 Vegetable Stock Powder | 1 Green Pepper | 150 Water for the Sauce,800Coconut Milk | 300Closed Cup Mushrooms | 50Soy Sauce | 2Thai Style Spice Mix | 50Salted Peanuts | 4Egg Noodle Nest | 1Lime | 2Peanut Butter | 1Ginger Puree | 2Vegetable Stock Powder | 2Green Pepper | 300Water for the Sauce,"a) Quarter the mushrooms. b) Halve the pepper and discard the core and seeds. Chop into 2cm pieces. c) Zest then halve the lime | a) Heat a splash of oil in a large saucepan over medium-high heat. b) When hot, add the mushroom, and pepper. Stir and cook until softened, 2-3 mins. c) Add the Thai spice (beware it's hot, add half if you're not a fan of heat!) and the easy ginger. Cook for 1 minute. | a) Pour in the coconut milk and bring to a simmer. b) Stir in the vegetable stock powder and water (see ingredients for amount) along with the peanut butter. c) Simmer until the veggies are soft, 3-4 mins. | a) Meanwhile, crush the peanuts by bashing the bag with the bottom of a saucepan. | a) When the veggies are soft, stir in the noodles. b) Make sure they are submerged in the laksa. c) Simmer until soft enough to eat, about 4 mins. TIP: The noodles may soak up some of the coconutty liquid. If this is the case, just add a splash of water to get it back to a soupy consistency. | a) Stir in the soy sauce and lime zest. b) Taste and add lime juice and salt to taste. c) Share between your bowls and finish with a sprinkle of peanuts. Enjoy!",https://www.hellofresh.co.uk/recipes/coconut-veggie-laksa-soup-675c5ed8d1e807b4c4b2248c,2026-07-16,coconut milk | peanut,indian | soup,Autumn | Winter,vegetarian
"Ultimate Cheesy Lamb Shepherd's Pie with Creamy Mash, Roasted Tenderstem® and Carrots",main,2,4,2,,,,45m,0.5975,450 grams Potatoes | 2 unit(s) Garlic Clove | 300 grams Lamb Mince | 1 carton(s) Tomato Passata | 1 sachet(s) Dried Rosemary | 15 grams Red Wine Jus Paste | 30 grams Mature Cheddar Cheese | 3 unit(s) Carrot | 150 grams Tenderstem® Broccoli | 1 tsp Sugar for the Sauce | 75 milliliter(s) Water for the Sauce,900 grams Potatoes | 4unit(s) Garlic Clove | 600 grams Lamb Mince | 2carton(s) Tomato Passata | 2sachet(s) Dried Rosemary | 30 grams Red Wine Jus Paste | 60 grams Mature Cheddar Cheese | 6unit(s) Carrot | 300 grams Tenderstem® Broccoli | 2 tsp Sugar for the Sauce | 150 milliliter(s) Water for the Sauce,"Preheat your oven to 220°C/200°C fan/gas mark 7. Bring a large saucepan of water with 1/2 tsp salt to the boil. Peel and chop the potatoes into 2cm chunks. When boiling, add the potatoes to the water and cook until you can easily slip a knife through, 15-20 mins. Meanwhile, peel and grate the garlic (or use a garlic press). | Heat a large frying pan on medium-high heat (no oil). Once hot, add the lamb mince and fry until browned, 5-6 mins. Use a spoon to break it up as it cooks, then drain and discard any excess fat. Season with salt and pepper. IMPORTANT: Wash your hands and equipment after handling raw mince. Once browned, stir in half the garlic and cook until fragrant, 30 secs. | Stir the passata, dried rosemary, red wine jus paste, sugar and water for the sauce (see pantry for both amounts) into the mince. Bring to the boil, then reduce the heat and simmer, stirring occasionally, until thickened, 10-12 mins. TIP: If your red wine jus paste has hardened, pop it in a bowl of hot water for 1 min. Taste and season with salt and pepper if needed, then remove from the heat. IMPORTANT: The mince is cooked when no longer pink in the middle. | Meanwhile, grate the cheese. Trim the carrots, then halve lengthways (no need to peel). Chop into roughly 1cm wide, 5cm long batons. Halve any thick broccoli stems lengthways. Pop the carrots onto one side of a large baking tray. Drizzle with oil, season with salt and pepper, then toss to coat. Spread out in a single layer. When the oven is hot, roast on the middle shelf until tender, 20-25 mins. Turn halfway through. Once the potatoes are cooked, drain in a colander and return to the pan, off the heat. M ash until smooth. Season with salt and pepper. | Once thickened, transfer the lamb mixture to an appropriately sized ovenproof dish. Spoon over the creamy mash, using the back of a spoon to smooth it out. Sprinkle over the cheese, then bake on the top shelf of your oven until the top starts to brown, 10-15 mins. When the carrots have 10 mins remaining, add the broccoli to the tray, drizzle with oil, season with salt and pepper, then toss to coat. Spread out in a single layer. Return to the oven until tender and crispy, 10-12 mins. If you'd prefer to boil your broccoli, cut into thirds and boil it for 3-4 mins, until tender. | When everything's piping hot, serve up your ultimate cheesy shepherd's pie on your plates with the roasted carrots and broccoli alongside. Enjoy!",https://www.hellofresh.co.uk/recipes/ultimate-cheesy-lamb-shepherds-pie-675c5a24f511d87afd23dca6,2026-07-16,lamb | potato | cheddar cheese | carrot,British | shepherds pie,Winter,meat
Sausages in Caramelised Red Onion Gravy with Garlic Mash and Roasted Carrots,main,2,4,2,,,,40m,0.6325,3 unit(s) Carrot | 4 unit(s) British Honey Mustard Sausages | 2 unit(s) Garlic Clove | 450 grams Potatoes | 1 unit(s) Red Onion | 12 milliliter(s) Balsamic Vinegar | 28 grams Red Wine Stock Paste | ½ tsp Sugar | 1 tbsp Plain Flour | 15 grams Butter | 200 milliliter(s) Water for the Gravy,6unit(s) Carrot | 8unit(s) British Honey Mustard Sausages | 4unit(s) Garlic Clove | 900 grams Potatoes | 2unit(s) Red Onion | 24 milliliter(s) Balsamic Vinegar | 56 grams Red Wine Stock Paste | 1 tsp Sugar | 2 tbsp Plain Flour | 30 grams Butter | 400 milliliter(s) Water for the Gravy,"Preheat your oven to 220°C/200°C fan/gas mark 7. Trim the carrots, then halve lengthways (no need to peel). Chop into roughly 1cm wide, 5cm long batons. Pop onto a large baking tray. Drizzle with oil, season with salt and pepper, then toss to coat. Spread out in a single layer on one side of the tray. Pop the sausages onto the other side of the tray. TIP: Use two baking trays if necessary. IMPORTANT: Wash your hands and equipment after handling raw meat. | Bring a large saucepan of water to the boil with 0.5 tsp salt for the potatoes. When the oven is hot, roast the carrots and sausages on the top shelf until the carrots are tender and the sausages are golden brown and cooked through, 20-25 mins. IMPORTANT: The sausages are cooked when no longer pink in the middle. Meanwhile, pop the garlic (unpeeled) into a small piece of foil with a drizzle of oil and scrunch to enclose it. Add the garlic parcel to the same tray to roast until soft, 10-12 mins, then remove and set aside. | While everything roasts, chop the potatoes into 2cm chunks (peel first if you prefer). When your pan of water is boiling, add the potatoes and cook until you can easily slip a knife through, 15-20 mins. Once cooked, drain in a colander and pop back into the pan. Cover with a lid to keep warm. Meanwhile, halve, peel and thinly slice the onion. Heat a drizzle of oil in a large frying pan on medium heat. Once hot, add the onion, season with salt and pepper and fry, stirring occasionally, until golden, 10-12 mins. | Add the balsamic vinegar and sugar (see pantry for amount) and cook until caramelised, 1-2 mins more. Melt in the butter (see pantry for amount), then stir in the flour (see pantry for amount). Continue to stir until combined - you've made a roux! Cook, stirring, until the roux is a medium brown colour, 2-3 mins. Gradually stir in the water (see pantry for amount), then stir in the red wine stock paste and bring to the boil, stirring out any lumps that form. TIP: If you have any red wine, add a splash now for extra flavour. Lower the heat and simmer, stirring occasionally, until the gravy has thickened to your liking, 8-10 mins. | Once the garlic has roasted and cooled, cut the end with scissors, squeeze it out of the skin and mash with a fork. Add the garlic to the cooked potatoes with a knob of butter and a splash of milk (if you have any) and mash until smooth. Season to taste with salt and pepper. | When everything's ready, reheat the sauce if necessary, adding a splash of water if needed. Share the sausages between your plates, then serve with the garlic mash and roasted carrots alongside. Spoon over the red onion gravy to finish. Enjoy!",https://www.hellofresh.co.uk/recipes/sausages-in-caramelised-red-onion-gravy-675c5a1cd1e807b4c4b223fc,2026-07-16,sausage | potato,British | bake,Autumn | Winter,meat
21 Day Aged Rump Steak and Mustard Cream Sauce with Parmesan Rosemary Roast Potatoes and Balsamic Veg,main,2,4,2,,,,45m,0.5725,2 unit(s) 21 Day Aged British Rump Steaks | 450 grams Potatoes | 125 grams Baby Plum Tomatoes | 2 unit(s) Garlic Clove | 1 unit(s) Courgette | 1 sachet(s) Dried Rosemary | 12 milliliter(s) Balsamic Glaze | 75 grams Creme Fraiche | 10 grams Chicken Stock Paste | 10 grams Dijon Mustard | 20 grams Parmigiano Reggiano | 1 tbsp Plain Flour | 50 milliliter(s) Water for the Sauce,4unit(s) 42Day Aged British Rump Steaks | 900 grams Potatoes | 250 grams Baby Plum Tomatoes | 4unit(s) Garlic Clove | 2unit(s) Courgette | 2sachet(s) Dried Rosemary | 24 milliliter(s) Balsamic Glaze | 150 grams Creme Fraiche | 20 grams Chicken Stock Paste | 20 grams Dijon Mustard | 40 grams Parmigiano Reggiano | 2 tbsp Plain Flour | 100 milliliter(s) Water for the Sauce,"Preheat your oven to 240°C/220°C fan/gas mark 7. Boil a full kettle. Remove the steaks from the fridge to come up to room temperature before cooking. Pour enough oil into a deep baking tray to cover the bottom and pop into the oven. Peel the potatoes, then chop into 3cm chunks. Pour the boiled water into a large saucepan on high heat with 1/2 tsp salt. Boil the potatoes for 5-6 mins or until the edges are soft. | Meanwhile, halve the baby plum tomatoes. Peel and grate the garlic (or use a garlic press). Trim the courgette and slice into 1cm thick rounds. Once the potatoes are ready, drain in a colander. Sprinkle on the flour (see pantry for amount), dried rosemary and season with salt. Shake to fluff up the potatoes. Take the hot baking tray out of your oven and carefully add the potatoes, turning in the oil. Roast on the top shelf until golden, 30-35 mins. | Meanwhile, add the courgette to a baking tray and drizzle with oil. Season with salt and pepper. Toss to coat, then spread out in a single layer. Roast on the middle shelf of your oven until softened and browned, 18-20 mins. Turn halfway through. When the courgette has 10 mins remaining, add the baby plum tomatoes to the tray. Drizzle over some oil and the balsamic glaze, then toss to coat. Return to the middle shelf and roast until softened, 10-12 mins. | When the potatoes have 15 mins remaining, heat a drizzle of oil in a large frying pan on high heat. Season the steaks with salt and pepper. TIP: Rump steaks naturally vary in shape, so adjust the following timings depending on how you like yours cooked. Once very hot, lay the steaks into the pan and fry until browned and medium-rare, about 5 mins. Turn halfway through. TIP: Cook each side for 1 min more if you like it more well done. Once cooked, transfer to a board, cover with foil and allow to rest for a couple of mins. IMPORTANT: Wash your hands and equipment after handling raw steaks. They're safe to eat when browned on the outside. | Return the (now empty) pan to medium-high heat, adding a drizzle more oil if needed (no need to clean). Once hot, add the garlic and fry for 1 min, then stir in the creme fraiche, chicken stock paste, water for the sauce (see pantry for amount) and Dijon mustard (see ingredients for amount). Bring to the boil, then lower the heat and simmer until thickened, 3-5 mins. Taste and season with salt and pepper if needed. When the potatoes have 5 mins left, remove the tray from the oven and sprinkle over the Parmigiano Reggiano. Return to the oven and roast for the remaining time. | Slice your steaks widthways and serve with the parmesan roasties and roasted balsamic veg alongside. Spoon the mustard cream sauce over your steaks to finish. Enjoy!",https://www.hellofresh.co.uk/recipes/21-day-aged-rump-steak-and-mustard-cream-sauce-675c5a05f511d87afd23dc8c,2026-07-16,beef | potato,British | steak,Autumn | Winter,meat
King Prawn and Chorizo Oven-Baked Paella with Lemon Dressed Rocket,main,2,4,2,,,,45m,0.585,1 unit(s) Onion | 1 unit(s) Bell Pepper | 2 unit(s) Garlic Clove | 90 grams Diced Chorizo | 175 grams Risotto Rice | 15 grams Chicken Stock Paste | 1 bunch(es) Flat Leaf Parsley | 1 unit(s) Lemon | 40 grams Wild Rocket | 225 grams King Prawns | 600 milliliter(s) Boiled Water for the Stock | 1 tbsp Olive Oil for the Dressing,2unit(s) Onion | 2unit(s) Bell Pepper | 4unit(s) Garlic Clove | 180 grams Diced Chorizo | 350 grams Risotto Rice | 30 grams Chicken Stock Paste | 2bunch(es) Flat Leaf Parsley | 2unit(s) Lemon | 80 grams Wild Rocket | 450 grams King Prawns | 1200 milliliter(s) Boiled Water for the Stock | 2 tbsp Olive Oil for the Dressing,"Preheat your oven to 220°C/200°C fan/gas mark 7. Boil a full kettle. Halve, peel and chop the onion into small pieces. Halve the pepper and discard the core and seeds. Slice into thin strips. Peel and grate the garlic (or use a garlic press). | Heat a drizzle of oil in a large, wide-bottomed ovenproof pan on medium heat. TIP: If you don't have an ovenproof pan, use a normal pan and transfer to an ovenproof dish before baking. Once hot, add the chorizo and fry until it starts to brown, 3-4 mins. Add the onion and fry until softened, 4-5 mins, then add the pepper and fry for 3-4 mins more. Stir frequently and adjust the heat if necessary. Once the veg has softened, add half the garlic and cook for 1 min more. | Add the risotto rice to the pan. Stir and cook until the edges of the rice are translucent, 1-2 mins. Pour in the boiled water for the stock (see pantry for amount), chicken stock paste. Stir well to combine and bring back to the boil, t hen pop a lid on the pan (or cover with foil). Bake on the middle shelf of your oven until the rice is cooked and the water has been absorbed, 25-30 mins. Meanwhile, roughly chop the parsley (stalks and all). Zest and halve the lemon. Cut half the lemon into wedges. | Meanwhile, pour the olive oil for the dressing (see pantry for amount) into a medium bowl. Add a squeeze of lemon and season with salt and pepper. Stir together well. Just before serving, add the rocket to the bowl and toss to coat the leaves in the dressing. TIP: Don't do this too early or the rocket will become soggy. | When the paella has about 5 mins left, drain the prawns and pat dry with kitchen paper. Heat a drizzle of oil in a frying pan on medium-high heat. Once hot, add the prawns. Season with salt and pepper and stir-fry for 3-4 mins. Add the remaining garlic and half the lemon zest to the pan, then cook for 1 min more. Once cooked, remove from the heat and cover to keep warm. IMPORTANT: Wash your hands and equipment after handling raw prawns. They're cooked when pink on the outside and opaque in the middle. | When everything's ready, remove the paella from the oven. Squeeze in some lemon juice and season with salt and pepper. Stir through half the parsley, then taste and add more salt, pepper and lemon juice if needed. TIP: Add a splash of water to loosen the paella if needed. Spoon the paella onto your plates. and top with the prawns, then sprinkle over the remaining parsley and lemon zest. Serve with a lemon wedge and the rocket salad alongside. Enjoy!",https://www.hellofresh.co.uk/recipes/king-prawn-and-chorizo-oven-baked-paella-675c59fdf511d87afd23dc82,2026-07-16,king prawns | chorizo | risotto rice,Spanish | paella,Autumn | Winter,meat
Butter Paneer Masala with Mustard Seed Green Beans and Garlic Rice,main,2,4,2,,,,25m,0.7125,3 unit(s) Garlic Clove | 150 grams Basmati Rice | 226 grams Paneer | 80 grams Green Beans | 30 grams Tomato Puree | 1 sachet(s) North Indian Style Spice Mix | 10 grams Vegetable Stock Paste | 1 sachet(s) Mustard Seeds | 75 grams Creme Fraiche | ½ tbsp Oil for Cooking | ½ tsp Sugar for the Sauce | 100 milliliter(s) Water for the Sauce | 20 grams Butter,6unit(s) Garlic Clove | 300 grams Basmati Rice | 452 grams Paneer | 160 grams Green Beans | 60 grams Tomato Puree | 2sachet(s) North Indian Style Spice Mix | 20 grams Vegetable Stock Paste | 2sachet(s) Mustard Seeds | 150 grams Creme Fraiche | 1 tbsp Oil for Cooking | 1 tsp Sugar for the Sauce | 200 milliliter(s) Water for the Sauce | 40 grams Butter,"a) Boil a half-full kettle. Peel and grate the garlic (or use a garlic press). b) Meanwhile, cut the paneer into 2cm cubes. c) Heat the oil for cooking (see pantry for amount) in a deep saucepan on medium heat. Once hot, add half the garlic and fry for 1 min. Stir in the rice and cook until coated, 1 min. d) Add 0.25 tsp salt and the boiled water and cook for 10-12 mins. | a) Meanwhile, heat a generous drizzle of oil in a large frying pan on medium-high heat. b) Once hot, add the paneer and fry until golden all over, 5-8 mins. Season with salt and pepper. Turn regularly to brown it evenly. Once the paneer is golden, transfer to a plate lined with kitchen paper. c) Meanwhile, trim the green beans, then cut into thirds. d) Once the rice has cooked, drain in a sieve and pop back in the pan. Cover with a lid and leave to the side until ready to serve. | a) Pop the (now empty) pan back on medium high heat with a drizzle of oil. b) Add the tomato puree, North Indian style spice mix and remaining garlic, fry until fragrant, 1 min. c) Add the sugar and water for the sauce (see pantry for both amounts). Stir in the stock paste. d) Bring to the boil, then turn the heat down slightly and simmer until thickened, 3-5 mins. | a) While everything cooks, heat a drizzle of oil in another frying pan on medium-high heat. b) Once hot, add the green beans. Season with salt and pepper, then stir-fry until starting to char, 2-3 mins. c) Stir in the mustard seeds and cook for 1 min. d) Add a splash of water and immediately cover with a lid or some foil. Allow to cook until the beans are tender, 4-5 mins. Drain any excess water, then remove from the heat and keep covered. | a) Once the sauce has reduced, stir in the creme fraiche. b) Bring to the boil, then stir in the paneer and butter (see pantry for amount) until melted. Remove from the heat. c) Taste and add salt and pepper if needed. | a) Share the garlic rice between your bowls. b) Top with the butter paneer masala and mustard seed green beans. Enjoy!",https://www.hellofresh.co.uk/recipes/quick-butter-paneer-masala-675c59fbf511d87afd23dc7f,2026-07-16,paneer | rice,Indian | curry,Autumn | Winter,vegetarian
Rosemary Lamb and Mushroom Rigatoni with Creamy Sauce and Cheese,main,2,4,2,,,,20m,0.765,180 Rigatoni Pasta | 1 Garlic Clove | 200 Lamb Mince | 80 Sliced Mushrooms | 1 Dried Rosemary | 150 Creme Fraiche | 10 Chicken Stock Paste | 30 Tomato Puree | 20 Grated Hard Italian Style Cheese | 100 Water for the Sauce,360Rigatoni Pasta | 2Garlic Clove | 400Lamb Mince | 160 Sliced Mushrooms | 2Dried Rosemary | 300Creme Fraiche | 20Chicken Stock Paste | 60Tomato Puree | 40Grated Hard Italian Style Cheese | 200Water for the Sauce,"a) Bring a large saucepan of water to the boil with 0.5 tsp salt. b) When boiling, add the rigatoni to the water and bring back to the boil. Cook until tender, 12 mins. c) Once cooked, drain in a colander and pop back in the pan. Drizzle with oil and stir through to stop it sticking together. | a) Meanwhile, peel and grate the garlic (or use a garlic press). b) Heat a large frying pan on medium-high heat (no oil). | a) Once hot, add the lamb mince to the pan and fry until browned, 5-6 mins. Use spoon to break it up as it cooks, then drain and discard any excess fat. b) Season with salt and pepper. IMPORTANT: Wash your hands and equipment after handling raw mince. The mince is cooked when no longer pink in the middle. c) Add the sliced mushrooms and stir-fry until golden, 3-4 mins. | a) Stir the garlic, tomato puree and dried rosemary into the pan. Cook, stirring, for 1-2 mins. b) Add the creme fraiche, chicken stock paste and water for the sauce (see pantry for amount). c) Bring to the boil, then lower the heat and simmer until slightly thickened, 2-3 mins. | a) Once the sauce has thickened, stir in the grated hard Italian style cheese. Add a splash of water if you feel it needs it. b) Taste and add salt and pepper if needed. | a) Add the cooked rigatoni to the sauce and stir to combine, then spoon the lamb rigatoni into your bowls. Enjoy!",https://www.hellofresh.co.uk/recipes/speedy-rosemary-lamb-and-mushroom-rigatoni-675c59f8d1e807b4c4b223d1,2026-07-16,lamb | rigatoni,Italian | pasta,Autumn | Winter,meat
"Chicken, Spinach and Ricotta Ravioli in Cajun Sauce with Charred Courgette and Rocket",main,2,4,2,,,,30m,0.665,2 unit(s) Garlic Clove | 1 unit(s) Courgette | 250 grams Spinach and Ricotta Ravioli | 1 sachet(s) Cajun Spice Mix | 30 grams Tomato Puree | 75 grams Creme Fraiche | 10 grams Vegetable Stock Paste | 20 grams Grated Hard Italian Style Cheese | 20 grams Wild Rocket | 12 milliliter(s) Balsamic Glaze | 240 grams Diced British Chicken Breast | 1 tsp Sugar for the Sauce | 75 milliliter(s) Water for the Sauce | 20 grams Butter,4unit(s) Garlic Clove | 2unit(s) Courgette | 500 grams Spinach and Ricotta Ravioli | 2sachet(s) Cajun Spice Mix | 60 grams Tomato Puree | 150 grams Creme Fraiche | 20 grams Vegetable Stock Paste | 40 grams Grated Hard Italian Style Cheese | 40 grams Wild Rocket | 24 milliliter(s) Balsamic Glaze | 480 grams Diced British Chicken Breast | 2 tsp Sugar for the Sauce | 150 milliliter(s) Water for the Sauce | 40 grams Butter,"Bring a large saucepan of water to the boil with 1/2 tsp salt for the ravioli. Peel and grate the garlic (or use a garlic press). Trim the courgette, then quarter lengthways. Chop widthways into 1cm chunks. | H eat a drizzle of oil in a large frying pan on medium-high heat. When hot, add the diced chicken and courgette and cook, 8-10 mins total. Turn only every couple of mins. Once cooked, season with salt and pepper, then transfer both to a bowl. IMPORTANT: Wash hands and utensils after handling raw meat. Cook so there's no pink in the middle. | Meanwhile, add the ravioli to the water and bring back to the boil. Cook until tender, 3 mins. Once cooked, drain in a colander. Drizzle with oil and gently stir through to stop it sticking together. | Wipe out the (now empty) pan and pop on medium-high heat with a drizzle of oil. Stir in the garlic and Cajun spice mix (add less if you'd prefer things milder), cook for 1 min. Add the tomato puree, creme fraiche, vegetable stock paste, sugar and water for the sauce (see pantry for both amounts) to the pan. Bring to the boil, then lower the heat and simmer until slightly reduced, 2-3 mins. | Once the sauce has thickened, remove from the heat. Stir in the butter (see pantry for amount) and the hard Italian style cheese until melted. Gently stir the cooked ravioli, chicken and charred courgette into the sauce. Season with salt and pepper. Add a splash of water if needed. | Share the creamy Cajun ravioli between your bowls. Top with the rocket leaves. Drizzle with the balsamic glaze to finish. Enjoy!",https://www.hellofresh.co.uk/recipes/spinach-and-ricotta-ravioli-in-cajun-sauce-6725073a738eb980ccb9d6f4,2026-07-16,chicken | spinach and ricotta ravioli,Italian | pasta,Autumn | Winter,meat
Asian Style Fried Chicken and Teriyaki Gyozas with Chips and Zesty Slaw,main,2,4,2,egg | salt,,,45m,0.56,450 grams Potatoes | 50 grams Breadcrumbs | 5 grams Black Sesame Seeds | 1 sachet(s) Thai Style Spice Mix | 4 unit(s) British Chicken Thighs | 1 unit(s) Lime | 1 unit(s) Spring Onion | 120 grams Sliced Carrot and Cabbage Mix | 96 grams Mayonnaise | 1 pack(s) Vegetable Gyozas | 50 grams Teriyaki Sauce | 1 unit(s) Egg | ¼ tsp Salt for the Breadcrumbs | ½ tsp Sugar for the Dressing,900 grams Potatoes | 100 grams Breadcrumbs | 10 grams Black Sesame Seeds | 2sachet(s) Thai Style Spice Mix | 8unit(s) British Chicken Thighs | 2unit(s) Lime | 2unit(s) Spring Onion | 240 grams Sliced Carrot and Cabbage Mix | 192 grams Mayonnaise | 2pack(s) Vegetable Gyozas | 100 grams Teriyaki Sauce | 2unit(s) Egg | 0.5 tsp Salt for the Breadcrumbs | 1 tsp Sugar for the Dressing,"Preheat your oven to 220°C/200°C fan/gas mark 7. Chop the potatoes lengthways into 1cm slices, then chop into 1cm wide chips (no need to peel). Pop the chips onto a large baking tray. Drizzle with oil, season with salt and pepper, then toss to coat. Spread out in a single layer. TIP: Use two baking trays if necessary. When the oven is hot, bake on the top shelf until golden, 30-35 mins. Turn halfway through. | Meanwhile, crack the egg (see pantry for amount) into a medium bowl and whisk. Put the breadcrumbs, black sesame seeds and Thai style spice blend into another medium bowl and season with the salt (see pantry for amount) and pepper. Season the chicken, then dip it into the egg and then the breadcrumbs, ensuring it's completely coated. Transfer to a clean plate. IMPORTANT: Wash your hands and equipment after handling raw chicken and its packaging and discard any excess egg. | Pop a large frying pan on high heat and add enough oil to coat the bottom of the pan. TIP: You want the oil to be hot so the chicken fries properly - heat for 2-3 mins before you add the chicken. Once hot, carefully lay the chicken into the pan and fry until golden-brown, 2-3 mins on each side. Adjust the heat if necessary. Transfer the chicken to a large baking tray and bake on the middle shelf until cooked through, 8-11 mins. IMPORTANT: The chicken is cooked when no longer pink in the middle. | In the meantime, zest and cut the lime into wedges. Trim and thinly slice the spring onion. In a medium bowl, mix together the coleslaw mix, squeeze of lime, sugar for the dressing (see pantry for amount), half the lime zest and a third of the mayonnaise. Season with salt and pepper. Set your slaw aside for later. | Once the oil has cooled, wipe out the chicken pan. Heat a drizzle of oil in the (now empty) frying pan on medium-high heat. Once hot, add the gyozas and fry until golden on the bottom, 2-3 mins. Reduce the heat to medium-low, add a tbsp of water to the pan and immediately cover with a lid or some foil. Cook until the gyozas are piping hot, 3-4 mins, then remove from the heat. Add the teriyaki sauce to the pan and turn the gyozas to glaze them. Add a squeeze of lime juice. | When everything's ready, share your fried chicken between your plates and serve with your chips and coleslaw alongside. Serve with any remaining lime wedges for squeezing over and a dollop of the remaining mayonnaise. On a separate side plate, serve your teriyaki gyoza and scatter over the spring onion to finish. Enjoy!",https://www.hellofresh.co.uk/recipes/sesame-fried-chicken-and-teriyaki-gyozas-673c8fef410266f3b3acd82e,2026-07-16,chicken | potato,Asian | fried chicken | Japanese | gyozas,All,meat
Creamy Parma Ham & Parmigiano Filled Pasta with Pesto and Courgette,main,2,4,2,chilli | chilli flakes,,,25m,0.75,1 unit(s) Courgette | 1 unit(s) Garlic Clove | 250 grams Parma Ham & Parmigiano Reggiano Filled Pasta | 1 sachet(s) Mixed Herbs | 75 grams Creme Fraiche | 10 grams Chicken Stock Paste | 20 grams Grated Hard Italian Style Cheese | 32 grams Fresh Pesto | 1 pinch Chilli Flakes | 100 milliliter(s) Water for the Sauce,2unit(s) Courgette | 2unit(s) Garlic Clove | 500 grams Parma Ham & Parmigiano Reggiano Filled Pasta | 2sachet(s) Mixed Herbs | 150 grams Creme Fraiche | 20 grams Chicken Stock Paste | 40 grams Grated Hard Italian Style Cheese | 64 grams Fresh Pesto | 2 pinch Chilli Flakes | 200 milliliter(s) Water for the Sauce,"a) Boil a full kettle. b) Trim the courgette, then quarter lengthways. Chop into 1-2cm chunks. c) Peel and grate the garlic (or use a garlic press). | a) Heat a drizzle of oil in a large frying pan on high heat. b) When hot, add the courgette and cook until charred, 6-8 mins total. Turn only every couple of mins. | a) Meanwhile, pour the boiled water into a large saucepan with 1/2 tsp salt and bring back to the boil. b) Add the filled pasta and cook until tender, 3 mins. c) Once cooked, carefully drain in a colander and return to the pan. Drizzle with oil and gently stir through to stop it sticking together. | a) When the courgette is charred, reduce the heat to medium. Season with salt and pepper. b) Add the garlic and mixed herbs to the frying pan. Fry for 1 min. | a) Stir the creme fraiche, chicken stock paste and water for the sauce (see pantry for amount) into the courgette pan. b) Simmer, stirring occasionally, until the sauce has reduced and thickened slightly, 2-3 mins. c) Once thickened, stir in the cheese until melted. d) Remove from the heat and mix in the pesto. | a) Gently stir the cooked pasta into the sauce. Taste and season with salt and pepper if needed. Add a splash of water if it's a little too thick. b) Share the pesto pasta between your bowls. c) Sprinkle over the chilli flakes to finish (add less if you'd prefer things milder). Enjoy!",https://www.hellofresh.co.uk/recipes/creamy-parma-ham-and-parmigiano-filled-pasta-673f54acdd37d34956af2025,2026-07-16,parma ham | parmigiano reggiano | pasta | pesto,Italian | pasta,Autumn | Winter,vegetarian
